index,comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes,article_type,topic,article_title,input_text
2030,DI20240924130700-16378973,DI20240924130700,Ja seria hora,"9/24/2024, 4:26:01 AM",2024-09-24 04:26:01,"Ja seria hora de aturar aquesta bogeria de immigració que apart de fer DESPLOMAR salaris, donar un servei inexistent amb català, bloquejar feina per la gent d'aquí I tensionar al màxim el tema habitatge no aportar cap valor afegit, prou desnonats sense cap formació i comenceu a pensar amb ingenyiers, investigadors, tècnics etc si voleu que empreses tecnològiques vinguin aquí",,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Ja seria hora de aturar aquesta bogeria de immigració que apart de fer DESPLOMAR salaris, donar un servei inexistent amb català, bloquejar feina per la gent d'aquí I tensionar al màxim el tema habitatge no aportar cap valor afegit, prou desnonats sense cap formació i comenceu a pensar amb ingenyiers, investigadors, tècnics etc si voleu que empreses tecnològiques vinguin aquí"
2031,DI20240924130700-16378952,DI20240924130700,Carles,"9/24/2024, 4:21:27 AM",2024-09-24 04:21:27,"Molt bona iniciativa, aixi evitem que colectius passin com ha passat a doblar-se en menys d'un any ",,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,"[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general Molt bona iniciativa, aixi evitem que colectius passin com ha passat a doblar-se en menys d'un any "
2032,DI20240924130700-16382217,DI20240924130700,Andorra,"9/24/2024, 8:55:31 AM",2024-09-24 08:55:31,+1,16378952,,,article,habitatge,Concòrdia vol limitar les autoritzacions a la quota general,[ARTICLE TITLE] Concòrdia vol limitar les autoritzacions a la quota general +1
2033,DI20240924120500-16379750,DI20240924120500,Dos hipoteques,"9/24/2024, 5:40:26 AM",2024-09-24 05:40:26,400.000 d'hipoteca + 400.000 d'interès ,,,,article,habitatge,L’import mitjà de les hipoteques cau un 18% el primer semestre i se situa en 427.693 euros,[ARTICLE TITLE] L’import mitjà de les hipoteques cau un 18% el primer semestre i se situa en 427.693 euros 400.000 d'hipoteca + 400.000 d'interès 
2034,DI20240924120500-16379399,DI20240924120500,Rafa,"9/24/2024, 5:09:00 AM",2024-09-24 05:09:00,Quina barbaritat aquest deute,,,,article,habitatge,L’import mitjà de les hipoteques cau un 18% el primer semestre i se situa en 427.693 euros,[ARTICLE TITLE] L’import mitjà de les hipoteques cau un 18% el primer semestre i se situa en 427.693 euros Quina barbaritat aquest deute
2035,DI20240924120500-16376518,DI20240924120500,Molt maco,"9/23/2024, 10:17:12 PM",2024-09-23 22:17:12,A quan surt la quota mensual? Xk molta gent la.paga del ingres de tenir un pis turistic,,,,article,habitatge,L’import mitjà de les hipoteques cau un 18% el primer semestre i se situa en 427.693 euros,[ARTICLE TITLE] L’import mitjà de les hipoteques cau un 18% el primer semestre i se situa en 427.693 euros A quan surt la quota mensual? Xk molta gent la.paga del ingres de tenir un pis turistic
2036,DI20240924065000-16378108,DI20240924065000,Realisme o intel-ligència,"9/24/2024, 2:24:54 AM",2024-09-24 02:24:54,Seria bo que el Govern proposés polítiques de l'habitatge després de conèixer la seva realitat  i no pas improvisar com ara amb fins demagògics o electoralistes.,,,,article,habitatge,“Estem treballant en un informe intern per actualitzar els indicadors per poder quantificar la realitat de l’habitatge”,[ARTICLE TITLE] “Estem treballant en un informe intern per actualitzar els indicadors per poder quantificar la realitat de l’habitatge” Seria bo que el Govern proposés polítiques de l'habitatge després de conèixer la seva realitat  i no pas improvisar com ara amb fins demagògics o electoralistes.
2037,DI20240924060500-16386347,DI20240924060500,maikelsulivella@gmail.com,"9/24/2024, 3:05:53 PM",2024-09-24 15:05:53,"Buenas medidas las que  propone la directora de la vivienda, sobre todo la de seguridad del pago del alquiler y las del seguro del piso que pagara el gobert, pero se deja una y creo que es la principal : Lo del alquiler a precio asequible, CUANTO ES EL PRECIO ASEQUIBLE, QUE DIGA LA CANTIDAD EXACTA. y así veremos si interesa cederlo o no.",,,,article,habitatge,L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits,"[ARTICLE TITLE] L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits Buenas medidas las que  propone la directora de la vivienda, sobre todo la de seguridad del pago del alquiler y las del seguro del piso que pagara el gobert, pero se deja una y creo que es la principal : Lo del alquiler a precio asequible, CUANTO ES EL PRECIO ASEQUIBLE, QUE DIGA LA CANTIDAD EXACTA. y así veremos si interesa cederlo o no."
2038,DI20240924060500-16385572,DI20240924060500,Marcel,"9/24/2024, 1:40:48 PM",2024-09-24 13:40:48,Impost mensual de 30 euros el metro quadrat .,,,,article,habitatge,L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits,[ARTICLE TITLE] L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits Impost mensual de 30 euros el metro quadrat .
2039,DI20240924060500-16378220,DI20240924060500,Andorrà,"9/24/2024, 2:41:05 AM",2024-09-24 02:41:05,"Si fan la seció forsosa, hem de fer una manifestació indefinida contra el nostre govern comunista o aniran a més! ",,,,article,habitatge,L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits,"[ARTICLE TITLE] L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits Si fan la seció forsosa, hem de fer una manifestació indefinida contra el nostre govern comunista o aniran a més! "
2040,DI20240924060500-16384748,DI20240924060500,Manifestant,"9/24/2024, 12:26:55 PM",2024-09-24 12:26:55,"Fes-ho, aviam quants sortiu.",16378220,,,article,habitatge,L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits,"[ARTICLE TITLE] L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits Fes-ho, aviam quants sortiu."
2041,DI20240924060500-16376668,DI20240924060500,L’imbècil,"9/23/2024, 10:43:39 PM",2024-09-23 22:43:39,Els pisos del senyor cap de govern també hi entren? ,,,,article,habitatge,L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits,[ARTICLE TITLE] L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits Els pisos del senyor cap de govern també hi entren? 
2042,DI20240924060500-16383740,DI20240924060500,Ciao,"9/24/2024, 11:04:43 AM",2024-09-24 11:04:43,Añgun dia algu es prrsentara i a tota aquesta gent que ens vol robar els hi expropiaran yots els bens i comptes bancatis x compensar als afectats x el.seu mandat i acavaran demanant a la.porta de la catedral de la seu xk no podra viure a andorra. Quan tires mes del compte el.poble es rebela ,16376668,,,article,habitatge,L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits,[ARTICLE TITLE] L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits Añgun dia algu es prrsentara i a tota aquesta gent que ens vol robar els hi expropiaran yots els bens i comptes bancatis x compensar als afectats x el.seu mandat i acavaran demanant a la.porta de la catedral de la seu xk no podra viure a andorra. Quan tires mes del compte el.poble es rebela 
2043,DI20240924060500-16379409,DI20240924060500,Quan un es espavilat,"9/24/2024, 5:09:37 AM",2024-09-24 05:09:37,Nooo,16376668,,,article,habitatge,L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits,[ARTICLE TITLE] L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits Nooo
2044,DI20240924060500-16376507,DI20240924060500,Organisme innecessari,"9/23/2024, 10:14:42 PM",2024-09-23 22:14:42,Que macu que queda tot plegat,,,,article,habitatge,L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits,[ARTICLE TITLE] L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits Que macu que queda tot plegat
2045,DI20240924060500-16376499,DI20240924060500,No s'ha dit res,"9/23/2024, 10:13:35 PM",2024-09-23 22:13:35,"Vaig sentir la entrevista i va patlar pero no dir res. Em va fer gracia allo de que volen amb la.llei fer que la gent faci la cessio voluntaria abans de forçada, hahaha, aquesta es bona. Osigui si tens un pis x un fill i et diuen k voluntariament el lloguis o t'el foten als 3 mesos i el llogaran x 3 peles, obviament el llogaras tu abans xk sino quedara expropiat. Pero aixo no es voluntari, es forçat. Es com si et diuen k t'operan un cancer xk sino et moriras als 3 mesos. Obviament no t'operes voluntariament. I va passarse molt x sobre el tema dels pisos turistics, que si una familia en te un per complementar el seu sou, o dos, tambe els hi fotran, ara al que te 100 no xk passa del 50% dels edificis, no vec gaire gent d'esquerra defensant al poble contra els 4 de sempre amb aquest tema, que els hi expropion al que en te 100 i no al que en te 1 o 2, i una altra cosa, el problema no es la inversio extrangera, es gracies a la inversio extrangera x hi han els ppcs pisos que hi han xk han fet de promotors durant decades, son les 4 families de sempre les que tenen el 40% de tots els pisos del pais, alla es on s'ha d'apretar, crear la figura del gran tenedor i plisvalues x a tothom (no nomes extrangers) x penalitzarlos fiscalment i que es desfacin de part del seu parc immobiliari x la baixa rentabilitat i aixi no quedi tot en mans de 4, pero esclar, en aquest pais ningu te els ous d'enfrentarse a ells, queda millor i mes populista arruinar families de clase mitja que tenen un pis x un familiar o turistic que han comprat amb gran esforç i mai escriire alguns cognoms ni a les noticies xk no s'enfadin els responsables de tot aixo",,,,article,habitatge,L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits,"[ARTICLE TITLE] L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits Vaig sentir la entrevista i va patlar pero no dir res. Em va fer gracia allo de que volen amb la.llei fer que la gent faci la cessio voluntaria abans de forçada, hahaha, aquesta es bona. Osigui si tens un pis x un fill i et diuen k voluntariament el lloguis o t'el foten als 3 mesos i el llogaran x 3 peles, obviament el llogaras tu abans xk sino quedara expropiat. Pero aixo no es voluntari, es forçat. Es com si et diuen k t'operan un cancer xk sino et moriras als 3 mesos. Obviament no t'operes voluntariament. I va passarse molt x sobre el tema dels pisos turistics, que si una familia en te un per complementar el seu sou, o dos, tambe els hi fotran, ara al que te 100 no xk passa del 50% dels edificis, no vec gaire gent d'esquerra defensant al poble contra els 4 de sempre amb aquest tema, que els hi expropion al que en te 100 i no al que en te 1 o 2, i una altra cosa, el problema no es la inversio extrangera, es gracies a la inversio extrangera x hi han els ppcs pisos que hi han xk han fet de promotors durant decades, son les 4 families de sempre les que tenen el 40% de tots els pisos del pais, alla es on s'ha d'apretar, crear la figura del gran tenedor i plisvalues x a tothom (no nomes extrangers) x penalitzarlos fiscalment i que es desfacin de part del seu parc immobiliari x la baixa rentabilitat i aixi no quedi tot en mans de 4, pero esclar, en aquest pais ningu te els ous d'enfrentarse a ells, queda millor i mes populista arruinar families de clase mitja que tenen un pis x un familiar o turistic que han comprat amb gran esforç i mai escriire alguns cognoms ni a les noticies xk no s'enfadin els responsables de tot aixo"
2046,DI20240924060500-16376289,DI20240924060500,Joan,"9/23/2024, 9:31:11 PM",2024-09-23 21:31:11,Que es posi d'acord amb govern. que les lleis van a l'inversa. ,,,,article,habitatge,L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits,[ARTICLE TITLE] L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits Que es posi d'acord amb govern. que les lleis van a l'inversa. 
2047,DI20240923182300-16370940,DI20240923182300,Manel,"9/23/2024, 9:58:30 AM",2024-09-23 09:58:30,Per el bé de tots espero que tot el que ara s’està construint ja estigui venut.,,,,article,habitatge,El nombre d'hipoteques baixa a 336 en el primer semestre,[ARTICLE TITLE] El nombre d'hipoteques baixa a 336 en el primer semestre Per el bé de tots espero que tot el que ara s’està construint ja estigui venut.
2048,DI20240923140400-16377772,DI20240923140400,Jandreu,"9/24/2024, 1:32:39 AM",2024-09-24 01:32:39,A Andorra li cal més Universitat i meys supermercat.,,,,article,habitatge,Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra,[ARTICLE TITLE] Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra A Andorra li cal més Universitat i meys supermercat.
2049,DI20240923140400-16389428,DI20240923140400,Peret dels bous,"9/25/2024, 12:09:56 AM",2024-09-25 00:09:56,"Doncs aquí els tens, son gent formada, tots dos son arquitectes i en lavaquiol es enginyer, potser necessitem escoltar-los i no criticar tant...!!",16377772,,,article,habitatge,Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra,"[ARTICLE TITLE] Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra Doncs aquí els tens, son gent formada, tots dos son arquitectes i en lavaquiol es enginyer, potser necessitem escoltar-los i no criticar tant...!!"
2050,DI20240923140400-16374675,DI20240923140400,Mongolia,"9/23/2024, 3:43:52 PM",2024-09-23 15:43:52,Tanta gent aburrida per tot arreu que nomès volent tocar els nasos per legitimar les seves mancances. Toca una crisis i una crisis important per netejar aquesta societat podrida.,,,,article,habitatge,Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra,[ARTICLE TITLE] Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra Tanta gent aburrida per tot arreu que nomès volent tocar els nasos per legitimar les seves mancances. Toca una crisis i una crisis important per netejar aquesta societat podrida.
2051,DI20240923140400-16372076,DI20240923140400,Sandra,"9/23/2024, 11:28:30 AM",2024-09-23 11:28:30,"Una altra vegada, aneu al Primar que per anar una mica arreglat no cal gasta molt diner.",,,,article,habitatge,Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra,"[ARTICLE TITLE] Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra Una altra vegada, aneu al Primar que per anar una mica arreglat no cal gasta molt diner."
2052,DI20240923140400-16371891,DI20240923140400,IRPF,"9/23/2024, 11:12:36 AM",2024-09-23 11:12:36,El problema és la gent andorrana o resident que pernicten més 183 dies a l'any.,,,,article,habitatge,Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra,[ARTICLE TITLE] Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra El problema és la gent andorrana o resident que pernicten més 183 dies a l'any.
